,Codigo Ponto,Data Coleta,y_test,svm_target,rf_target,dt_target,mlp_target
484,RGDE02200,2017-10-26,68.60390587252874,65.31020856258924,70.22670677412712,71.67800411217006,69.78343324008418
485,RGDE02030,2017-10-26,47.60533526713856,47.683173961502746,48.23101398873714,51.28980597036362,50.3341031787613
486,RGDE02900,2017-10-26,81.93185634516188,73.78365399945845,78.2422934722452,77.27164164028402,79.05244947899206
487,BILL02900,2017-11-16,78.91000513034045,78.10007421859623,81.58622766875925,81.66269526272565,83.90297716101422
488,BITQ00100,2017-11-16,64.68706148085832,66.98159084337607,70.91806404367081,77.80802573056398,70.95128421839473
489,BILL02100,2017-11-16,54.98036777845221,56.078267547081964,56.875204462792,60.04454292047699,59.08248823334308
490,BIRP00500,2017-11-16,85.20207646531513,77.54664824599142,83.79537637951373,84.03648041918738,82.68374223809327
491,RGDE02900,2017-11-16,84.27003466233757,79.29811651538404,86.27521046468998,86.81272005686432,84.50465929245222
492,BILL02030,2017-11-16,49.9721276689796,54.0045915142833,51.1094566114577,42.472954241722135,56.86474389029544
493,BILL02500,2017-11-16,68.46692968764359,73.87351298297784,74.63825344532773,80.4138058488236,78.74081784609814
494,RGDE02200,2017-11-16,69.98664716524945,68.03245017245455,72.25504871549295,74.11436059060588,72.00668235332788
495,RGDE02030,2017-11-23,53.66907116992454,51.278083254165516,53.57155993505076,57.89009077586669,54.96992988630326
496,RGDE02900,2017-12-07,82.60403356596431,74.84831559264646,79.15043694861707,82.89020667741553,79.8970732023899
497,RGDE02030,2017-12-07,72.34487050630091,64.56768600304936,68.32702963641023,66.7911441038885,69.26773749703986
498,RGDE02200,2017-12-07,84.48158456032952,77.06469910073095,78.76883830231266,74.4997227294544,81.57016676827963
499,BITQ00100,2017-12-14,83.4160391856506,76.34497420341899,79.5251625193047,76.24825082109503,81.57862549179723
500,BILL02100,2017-12-14,70.69482150112286,65.95088491848766,66.01508863943823,73.42526748808118,69.02482518020052
501,BILL02030,2017-12-14,51.52787981403776,55.53826242686257,57.315406047518444,60.19519076542227,58.02980635310029
502,BIRP00500,2017-12-14,86.05994568032509,78.85341586806554,83.78972433942324,84.42963706037543,84.33878849421808
503,BILL02500,2017-12-14,82.82812388654962,79.96045019531819,85.06966539851706,88.03798542793521,84.69422221528825
504,BILL02900,2017-12-14,89.52955199609971,82.09370399814159,89.66699299990789,91.2842601061952,87.64382511828185
505,BILL02500,2018-01-11,70.17155289682266,75.76593563647872,79.91199494172875,80.4138058488236,80.62355648998488
506,BILL02030,2018-01-11,27.74828910527968,41.80283111002934,40.38062424309748,37.57592951854388,42.78481222920063
507,BILL02100,2018-01-11,49.30892587418756,50.21448423675701,48.71351522932614,40.5919662642729,52.21841090060193
508,RGDE02900,2018-01-11,80.49486933574168,76.71223241132476,82.38288052830734,85.41309201348226,82.07115007939638
509,BITQ00100,2018-01-11,60.14493246798456,65.04181358308159,65.68487837952303,63.30250841431408,70.03106477506617
510,BIRP00500,2018-01-11,80.52300181708426,76.0389110614607,81.5290520179954,83.0576591834747,81.26530365764783
511,RGDE02200,2018-01-11,70.35174214995952,69.42151710791921,76.59279316851473,76.99550756862855,73.80284531937995
512,BILL02900,2018-01-11,73.72233550682927,76.78968030812719,79.60123950901915,76.1881381240201,81.79172534340395
513,RGDE02030,2018-01-18,67.9239260100476,65.13058033361638,65.60046205383499,60.965115576612426,70.98898319714215
514,RGDE02200,2018-03-07,64.56328268995728,61.38811678546852,63.00318676056171,62.81628562110685,65.57368332694634
515,RGDE02900,2018-03-07,80.39121820876555,75.15127078028472,79.7779157567748,82.39329536924086,80.49147650732611
516,RGDE02030,2018-03-14,52.959364309681234,49.251439938057274,52.05434122453803,51.76602250426265,52.63804272184307
517,BILL02900,2018-03-21,85.24378938211362,80.36496332873241,88.12931075710542,88.87833142067392,85.99237993401422
518,BITQ00100,2018-03-21,68.3061767410607,71.54641203178006,78.65611692134418,72.92244042355155,76.06155736491729
519,BILL02500,2018-03-21,60.553470449235625,60.89013885262153,62.941528053369126,66.67852124653436,64.69379983062508
520,BIRP00500,2018-03-21,80.31053621930451,73.6405593949607,77.79747088236567,78.9257924226672,79.52309483376555
521,BILL02030,2018-03-21,40.98510312194695,39.41674106715165,38.77267880982831,37.57592951854388,40.198357417419295
522,BILL02100,2018-03-21,56.655546544929095,58.24789182071115,60.40342731494495,67.40151611639136,61.012660229784466
523,RGDE02200,2018-05-16,77.28782509064456,71.63301876912669,79.28771354839576,80.36614277261491,75.73881033546712
524,RGDE02900,2018-05-16,74.88834369241887,66.29898197163484,70.07308115740007,70.06347315802114,71.42435183658353
525,BILL02900,2018-05-22,88.85941026026549,79.87088799730036,87.224812792429,89.5402926035429,85.17086176649539
526,BILL02100,2018-05-22,70.99550268474938,61.79308524994338,66.80916837957623,73.42526748808118,64.57726477740148
527,BIRP00500,2018-05-22,85.18088064292549,77.24261342763164,84.16800918338797,85.06457249313281,82.52230948045953
528,BITQ00100,2018-05-22,86.66945657797687,79.48002702167172,84.42814190351162,88.64614110394203,84.12577249326738
529,BILL02030,2018-05-22,61.919677610400484,59.73781658258337,55.379820975035045,50.3713544864317,62.740869827347424
530,BILL02500,2018-05-22,82.07820049110288,76.65780221568552,81.46559155389897,77.96553431890716,81.36348223356356
531,RGDE02030,2018-05-23,78.46303350383793,72.02946259288964,76.26572520501131,76.99550756862855,76.3811839713833
532,RGDE02030,2018-07-25,78.12042615583253,70.55430239256026,75.60365793394644,74.3053610338849,74.63451618932524
533,BILL02100,2018-07-26,74.39602001525733,68.67177269703835,67.80570469904048,74.33058458521968,71.96525035306365
534,RGDE02200,2018-07-26,64.74237639354536,60.825897063799395,58.81244925416282,56.191412384865046,64.27916636792747
535,BILL02500,2018-07-26,55.75563264262333,66.0333715087633,61.48216223674169,48.07762707027516,68.42656506714928
536,BILL02900,2018-07-26,83.63924905987531,73.77404138956678,73.2341755021896,76.1673380702624,76.95594556599691
537,RGDE02900,2018-07-26,72.76977865064785,60.88743363988425,64.21676580547688,72.90908757382209,62.97509668302767
538,BILL02030,2018-07-26,61.81296554123467,54.32634404033359,54.95942279841516,53.70953375297245,57.09971779168102
539,BIRP00500,2018-07-26,89.64205767052825,82.0970973451949,89.74348443892826,91.2842601061952,87.64712311232562
540,RGDE02030,2018-09-27,86.24112283846085,77.14098457043129,81.59132592285272,80.45140710737257,81.86632818100792
541,RGDE02900,2018-09-27,81.10649970592917,77.18412269630186,80.90328016640893,77.96553431890716,82.09998873998914
542,BILL02900,2018-09-27,79.30992967508554,79.55992025348826,83.62069303597214,81.66269526272565,85.2409982507369
543,RGDE02200,2018-09-27,71.58882254019889,67.99804630018073,73.7013738534736,73.65126861430808,72.21888038145377
544,BILL02500,2018-11-28,80.08201269053346,77.36633702068832,81.87277888066508,88.64614110394203,81.68040296564446
545,BILL02100,2018-11-28,67.23618781631944,61.092204212518354,66.96525034920225,72.90908757382209,63.69806479577078
546,BIRP00500,2018-11-28,86.06623330152922,78.5989513462426,83.58425586099823,84.42963706037543,84.10564055695579
547,BILL02030,2018-11-28,62.268442613219946,54.297094111554834,52.487518287215366,55.35552611161274,56.481209070660896
548,BITQ00100,2018-11-28,79.95490621391588,77.10788337088366,79.69354902391642,82.77145950511978,82.04443133665924
549,BILL02900,2018-11-28,87.6175045007956,81.77067874026125,88.49248136894732,89.59846351571737,87.31304708020264
550,RGDE02900,2018-11-29,79.52472044334601,79.0310242081376,82.82732573123046,76.48551667093652,84.49711908725041
551,RGDE02200,2018-11-29,64.10590528533494,65.75959909529037,67.74436788466213,63.9302336958657,70.83013491149653
552,RGDE02030,2018-11-29,66.44496932630877,60.54984095561935,65.47242270590289,66.7911441038885,64.99789870315288
553,BILL02900,2019-01-22,79.40382357700703,80.27906200055533,87.3247413690644,86.72500611760573,85.42612833661248
554,RGDE02900,2019-01-22,85.35540125322895,78.42908769049647,84.75937229656758,84.03648041918738,83.58756290341947
555,BIRP00500,2019-01-22,84.79792170997735,77.99803152646498,81.37494669991204,81.06338060607789,83.19709231530695
556,BITQ00100,2019-01-22,78.93992500655118,80.22151240387416,86.10540728988116,83.35212018416749,85.60706347350241
557,BILL02500,2019-01-22,75.97668639333972,78.3736929893874,78.70070095003727,77.72679018180037,83.89338427667985
558,BILL02100,2019-01-22,52.09978974217269,57.30769373726694,50.650092113671754,41.42018024491762,61.37047746489592
559,RGDE02200,2019-01-22,63.03172399776448,59.64367179436094,62.04591771887548,62.81628562110685,63.72134984362556
560,BILL02030,2019-01-22,40.72832265500845,43.69267621109862,40.26037022780453,37.57592951854388,44.821162888199225
561,RGDE02030,2019-01-31,81.49764376178089,74.29204514527325,79.24598999253867,75.34311709131258,79.69403471072373
562,RGDE02200,2019-03-14,70.21039086407819,69.40241981524318,73.18865268790519,72.64879423783425,76.07839274759125
563,RGDE02900,2019-03-14,78.0507704365221,71.66207344385704,76.40729124575913,78.31338944848443,76.89880713638095
564,BILL02500,2019-03-26,68.78445201761762,65.47364435447977,58.78305117911823,57.90315658455264,71.19884290861323
565,BILL02030,2019-03-26,68.80836919126996,64.07699840301572,66.24252596343645,69.2852258586111,68.88060759927835
566,RGDE02030,2019-03-26,65.8027516564249,61.589965777151235,64.82616062213515,61.87897300710705,66.16293045132527
567,BITQ00100,2019-03-26,69.80222738514968,68.50149761334256,67.8685042112023,67.32826229072924,74.58200594864955
568,BILL02900,2019-03-26,83.43359852594345,76.62348850096967,83.1165626300274,85.6337002443944,81.10996194637785
569,BIRP00500,2019-03-26,83.02392591591986,75.72515425695047,79.35827488210802,81.59239474122215,81.23339668594195
570,BILL02100,2019-03-26,68.85107960133749,61.35765419477137,67.48643375765612,71.79740859999336,65.36123979763727
571,RGDE02900,2019-05-15,55.1398084445458,52.21015220742247,58.370429029509985,45.12160575844148,56.76256403056462
572,RGDE02200,2019-05-15,75.12398480095739,69.35063971522088,73.33671574491302,74.32146963350792,74.66728100174102
573,BIRP00500,2019-05-22,82.77020772099539,75.70496720368484,80.28218399561113,81.06338060607789,81.11378326406575
574,BILL02030,2019-05-22,47.92994454534569,41.090363104386604,46.70255240894118,43.29895941463367,42.33996861803428
575,BILL02500,2019-05-22,88.632375320935,78.62548980554742,82.6467548067657,86.72500611760573,83.23659115604963
576,BILL02100,2019-05-22,49.30029653166037,42.63969544009718,46.497003543993024,43.01171832529519,44.47137405608113
577,BITQ00100,2019-05-22,86.43861317489889,78.69804354905298,84.30559981326859,86.97760187987524,83.42558935114658
578,BILL02900,2019-05-22,87.85040171245117,79.20025880656397,83.05333929231807,85.0057815839312,84.16873716805978
579,RGDE02030,2019-05-29,72.86974284799203,67.85282777908328,72.48156462515969,73.65126861430808,72.30278041771616
580,RGDE02200,2019-07-10,84.79077042431193,76.21819264244525,81.16643521874491,84.27554761256297,80.93576149310273
581,RGDE02900,2019-07-10,87.11815781673934,78.94152673087918,85.33600895528656,86.41447861050827,84.1027321837866
582,RGDE02030,2019-07-17,57.82281806788282,53.88052713146971,58.61398298185782,53.50825075712362,58.28125454714373
583,BILL02100,2019-07-24,69.21231923568706,61.67906929583691,69.55322191246252,73.42526748808118,64.36126248116032
584,BILL02030,2019-07-24,61.26247415289152,63.198309330975256,59.78528447449566,60.965115576612426,69.25055045345638
585,BIRP00500,2019-07-25,85.73885513601267,81.8855979747165,88.5887924366833,90.25534885626269,87.70096202171528
586,BILL02500,2019-07-25,83.74609845010333,76.0488756749271,78.86391020808573,77.86250855083397,80.06933710236697
587,BITQ00100,2019-07-25,65.30627464090443,64.93196766853535,60.12143575468934,66.67852124653436,70.5549467407194
588,BILL02900,2019-07-25,85.3782808872555,79.55238939908165,85.4590089682276,83.81869618625878,84.40305541378355
589,RGDE02200,2019-09-12,77.43025221069725,70.33666021963023,77.03901340265716,79.61321971346551,75.18841719188593
590,RGDE02900,2019-09-12,80.95785301956595,76.42929681803355,79.21190268642128,74.634109642663,80.60322615445182
591,RGDE02030,2019-09-19,75.78496259834154,68.30205468421859,74.05920612367765,73.65126861430808,72.54302287900003
592,BIRP00500,2019-09-25,84.91846417140628,77.66243466653873,81.94496456646232,84.03648041918738,82.83674170918655
593,BILL02100,2019-10-02,27.45759555770231,34.892979675695315,36.67123215540426,37.25182483552627,35.001887805821056
594,BILL02030,2019-10-02,42.08740291807717,49.170434953502415,47.05702705401506,54.663353818408325,50.55708969718032
595,BITQ00100,2019-10-02,53.48651850558579,62.83867563356591,50.72514578022091,58.99562178366335,68.12088485200047
596,BILL02500,2019-10-02,39.16428901148628,51.155453142033444,39.503790891956626,33.44666926116764,55.530282549803154
597,BILL02900,2019-10-02,81.89469523025684,78.97230065307316,83.73830750915249,84.38906513236206,84.05747167434873
598,RGDE02030,2019-11-06,77.55907422014184,69.24935285711425,76.18456299710513,76.99550756862855,73.37470154470039
599,RGDE02200,2019-11-21,76.21246393945135,70.21116400494807,77.86887463859755,76.99550756862855,74.60857244944266
600,RGDE02900,2019-11-21,83.68348399441813,77.79592224921987,83.08364216670739,84.42963706037543,83.01724202135416
601,BILL02030,2019-12-04,60.47348067025503,56.941192039737466,54.156278454343564,54.80635135061625,59.5959676095694
602,BILL02500,2019-12-04,86.80217850671103,79.9969656330082,86.89912292436901,85.8750877324664,85.15949077406884
603,BIRP00500,2019-12-04,90.11526437895684,82.17003184514387,88.70522938545017,90.25534885626269,87.97552264301515
604,BILL02900,2019-12-04,88.9749595877862,81.38478054054559,89.98089849343077,90.306804504873,86.95986902120264
605,BILL02100,2019-12-04,69.64456830737602,64.66699716885313,66.92975499480521,67.73778165840903,68.3910731270891
606,BITQ00100,2019-12-04,75.85125939117172,75.64555149579408,79.53439422974367,80.4138058488236,80.72930122013426
