,Código Ponto,Data Coleta,Coliformes Termotolerantes,pH,"DBO (5, 20)",Nitrogênio Total,Fósforo Total,Temperatura da Água,Turbidez,Sólido Total,Oxigênio Dissolvido,q1,q2,q3,q4,q5,q6,q7,q8,q9,WQI
41,RGDE02200,2011-01-27,72.0,8.9,4.0,1.03,0.05,28.4,10.7,100.0,9.5,43.35172469317248,50.5009195700097,61.04912732152012,91.91045931000001,86.80831644495646,94,75.9229975,85.47,79.34006552300784,69.8085999463644
42,RGDE02900,2011-01-27,5.0,8.9,3.0,1.01,0.03,27.7,6.21,100.0,8.8,76.58450485474337,50.5009195700097,69.05834354704467,92.06135859,91.82543522846287,94,85.04509477500001,85.47,87.50596903995371,79.43628631399743
43,BITQ00100,2011-01-31,1.0,9.1,5.0,2.1300000000000003,0.04,29.9,22.2,100.0,9.0,100.0,42.30000000000001,53.96880022441068,83.98786771,89.28164110839506,94,59.500710000000005,85.47,82.09858285807664,75.01182094081193
44,BILL02030,2011-01-31,260.0,9.0,13.0,3.5599999999999996,0.2,28.9,22.5,118.0,11.1,31.201870507855908,45.011659014456455,23.755338084711127,74.79521424,56.95723127306655,94,59.205937500000005,84.188688,50.0,50.69810108059261
45,BILL02900,2011-01-31,1.0,9.6,5.0,1.77,0.02,28.5,13.0,100.0,10.9,100.0,28.80000000000001,53.96880022441068,86.49922411,94.44170660639645,94,71.83975000000001,85.47,50.0,67.41413184904306
46,BILL02500,2011-01-31,4.0,9.5,6.0,2.0300000000000002,0.05,29.4,17.1,100.0,10.8,79.83099029051326,31.5,48.14661825589101,84.67751331,86.80831644495646,94,65.5514775,85.47,50.0,63.97670914473709
47,BILL02100,2011-01-31,720.0,8.5,9.0,2.82,0.13,28.1,14.8,104.0,7.9,23.15954862837458,80.0,35.355694315978425,79.39605916,69.33534586108487,94,68.92276000000001,85.246192,94.7544664500426,62.641097335025
48,BILL02500,2011-03-23,3.0,8.6,5.0,1.36,0.04,25.1,7.74,103.0,9.0,84.0164379668913,71.32176536499281,53.96880022441068,89.45595263999999,89.28164110839506,94,81.7657119,85.305408,89.45647248426177,81.48230690604959
49,BILL02900,2011-03-23,3.0,8.4,10.0,1.23,0.03,24.0,5.22,117.0,8.6,84.0164379668913,81.6,32.03195988088193,90.41492611,91.82543522846287,94,87.2612271,84.278368,94.09482627837106,79.92415977083104
50,BITQ00100,2011-03-23,1.0,8.6,3.0,1.24,0.04,24.5,5.43,133.0,9.2,100.0,71.32176536499281,69.05834354704467,90.34079184000001,89.28164110839506,94,86.784954975,82.582368,88.5838237388116,85.8543789014088
51,RGDE02900,2011-03-23,1.0,6.9,3.0,1.4000000000000001,0.02,23.6,3.25,100.0,6.0,100.0,89.75791299999992,69.05834354704467,89.162964,94.44170660639645,94,91.89123437500001,85.47,83.35630859766832,88.36993318639216
52,BILL02030,2011-03-23,280.0,7.4,8.0,1.74,0.17,25.3,7.24,177.0,5.0,30.569113150832845,92.47180000000003,39.0713132937054,86.71208284,61.965700353311554,94,82.81796440000001,77.03691,69.527786683625,63.942266896728675
53,RGDE02200,2011-03-23,5.0,8.1,7.0,2.39,0.04,24.1,14.2,100.0,9.6,76.58450485474337,86.4,43.283734664856375,82.22342139,89.28164110839506,94,69.86791000000001,85.47,85.64214683773992,78.19302477920678
54,BILL02100,2011-03-23,31.0,7.4,5.0,1.81,0.11,24.5,4.83,147.0,4.9,52.54484542256013,92.47180000000003,53.96880022441068,86.21626899,73.34260784157883,94,88.154565975,80.641408,65.98637219634888,72.79033366527074
55,BILL02030,2011-05-26,380.0,7.9,23.0,3.09,0.19,21.3,16.5,120.0,7.6,28.040519220899974,89.33005000000014,8.357862346230126,77.67855379,58.5800449692425,94,66.3924375,84.00280000000001,95.29113945857823,55.3053220174593
56,BITQ00100,2011-05-26,5.0,7.8,8.0,1.27,0.03,21.3,7.81,100.0,8.0,76.58450485474337,90.34620000000007,39.0713132937054,90.11875611,91.82543522846287,94,81.619902775,85.47,98.68097583099842,81.67989938356953
57,BILL02100,2011-05-26,22.0,7.7,22.0,2.9000000000000004,0.16,20.1,16.9,124.0,7.8,56.56282102076221,91.16845,9.134160775346228,78.882519,63.731214318419624,94,65.8287775,83.604912,95.43188536833996,62.715322095842524
58,RGDE02900,2011-05-26,7.0,7.3,3.0,0.94,0.02,20.7,1.83,100.0,8.4,71.6892156595224,92.51845000000014,69.05834354704467,92.59143324,94.44170660639645,94,95.410320975,85.47,98.71310669441874,87.42382113661235
59,BILL02900,2011-05-26,1.0,8.7,3.0,1.26,0.03,21.3,4.82,100.0,9.4,100.0,63.56935695928578,69.05834354704467,90.19270684,91.82543522846287,94,88.1776231,85.47,91.5679127619909,85.72504302882501
60,BILL02500,2011-05-26,1.0,8.5,5.0,1.3599999999999999,0.04,21.2,4.83,108.0,9.2,100.0,80.0,53.96880022441068,89.45595263999999,89.28164110839506,94,88.154565975,84.987568,93.15389809047448,85.8750877324664
61,RGDE02200,2011-05-26,17.0,7.7,6.0,1.83,0.05,20.6,7.72,100.0,9.6,59.6889655517562,91.16845,48.14661825589101,86.07515851000001,86.80831644495646,94,81.80743960000001,85.47,91.0025731021764,78.53918344465849
62,BILL02100,2011-07-21,420.0,7.1,3.0,3.03,0.108,18.3,2.76,116.0,4.1,27.239428095379235,92.03005000000013,69.05834354704467,78.05636731,73.75585711201929,94,93.0883644,84.365872,38.692507914159904,61.61801283838841
63,BITQ00100,2011-07-21,3.0,7.6,3.0,1.31,0.025,19.6,4.71,102.0,7.5,84.0164379668913,91.79679999999996,69.05834354704467,89.82356499,93.12438355689208,94,88.431749775,85.362448,92.28928947920103,87.49423604974231
64,RGDE02200,2011-07-21,420.0,7.5,5.0,1.96,0.077,19.8,4.26,100.0,8.8,27.239428095379235,92.23125000000005,53.96880022441068,85.16390544,80.46723716763427,94,89.4808719,85.47,97.35162603060732,71.43013243042006
65,BILL02500,2011-07-21,11.0,8.1,5.0,1.8599999999999999,0.06,19.4,5.69,108.0,9.0,65.17244534656237,86.4,53.96880022441068,85.86395164,84.40350905802433,94,86.199897775,84.987568,96.60362071360407,80.84874849981519
66,BILL02900,2011-07-21,5.0,8.5,3.0,1.17,0.011,19.3,7.23,100.0,9.6,76.58450485474337,80.0,69.05834354704467,90.86101651000001,96.86002442222777,94,82.839201975,85.47,92.84904140152396,84.95807888060139
67,BILL02030,2011-07-21,2600.0,7.2,4.0,3.09,0.281,18.5,4.94,136.0,3.8,15.032995117196641,92.37119999999999,61.04912732152012,77.67855379,45.365127870184324,94,87.9014359,82.20235199999999,34.87752921060823,51.75442217290278
68,RGDE02900,2011-07-21,13.0,7.2,3.0,1.32,0.025,20.0,4.68,100.0,9.7,63.03765820847627,92.37119999999999,69.05834354704467,89.74992016,93.12438355689208,94,88.50121560000001,85.47,91.10354409962972,83.6894245499889
69,BITQ00100,2011-09-29,1.0,7.6,3.0,0.99,0.007,20.5,3.02,110.0,8.0,100.0,91.79679999999996,69.05834354704467,92.21250259,97.95461603032871,94,92.4508951,84.8452,97.63062275020764,91.65325212470329
70,BILL02500,2011-09-29,10.0,8.8,5.0,1.28,0.02,22.1,3.53,102.0,10.1,66.5,56.65960627217707,53.96880022441068,90.04486655999999,94.44170660639645,94,91.215298975,85.362448,84.49181800548723,76.94327514090142
71,BILL02900,2011-09-29,2.0,8.6,6.0,0.91,0.029,20.2,3.79,100.0,9.9,89.91549514525663,71.32176536499281,48.14661825589101,92.81952579,92.08376727067859,94,90.592944775,85.47,89.31467718675879,82.60055507549275
72,BILL02100,2011-09-29,64.0,9.0,8.0,2.54,0.108,22.4,5.79,138.0,12.1,44.57857370782422,45.011659014456455,39.0713132937054,81.22428443999999,73.75585711201929,94,85.97623477500001,81.938128,50.0,59.79554277412929
73,BILL02030,2011-09-29,76.0,9.3,14.0,3.1100000000000003,0.26,22.4,9.24,142.0,13.7,42.79487286130697,36.89999999999998,21.417505762758182,77.55310539,48.12202388064323,94,78.7222044,81.383568,50.0,51.723931260793094
74,RGDE02200,2011-09-29,520.0,8.9,12.0,3.9299999999999997,0.159,23.8,32.7,118.0,10.5,25.575511291301318,50.5009195700097,26.280389353792813,72.62042491,63.91050902806954,94,50.01106882828293,84.188688,77.56858431925636,54.038193423126124
75,RGDE02900,2011-09-29,108.0,8.6,4.0,1.25,0.018,20.4,5.07,100.0,9.5,39.27268176006709,71.32176536499281,61.04912732152012,90.26671875,94.97383884852434,94,87.60345997499999,85.47,92.02265804293279,74.90365993506626
76,BILL02100,2011-11-23,88.0,7.3,6.0,2.75,0.025,21.7,4.57,138.0,5.0,41.30498382583269,92.51845000000014,48.14661825589101,79.84861874999999,93.12438355689208,94,88.75650497500001,81.938128,62.6754322643952,70.06347315802114
77,BILL02030,2011-11-23,840.0,7.2,9.0,3.56,0.047,22.0,6.04,130.0,3.3,22.06542116432179,92.37119999999999,35.355694315978425,74.79521423999999,87.54303176506956,94,85.4203804,82.9428,31.512299686036442,54.19488727968861
78,BITQ00100,2011-11-23,2.0,8.3,4.0,1.51,0.011,22.5,5.94,122.0,8.7,89.91549514525663,83.19999999999999,61.04912732152012,88.36229259000001,96.86002442222777,94,85.6421559,83.80820800000001,95.08408879578958,86.57014252385117
79,RGDE02900,2011-11-23,18.0,8.3,3.0,1.3,0.014,21.6,3.42,100.0,8.7,58.988122951934166,83.19999999999999,69.05834354704467,89.897271,96.04711513162293,94,91.4801391,85.47,96.07201839933829,83.0576591834747
80,BILL02500,2011-11-23,11.0,7.8,5.0,2.27,0.019,21.7,5.9,146.0,4.3,65.17244534656237,90.34620000000007,53.96880022441068,83.03264211,94.70739899192414,94,85.7310775,80.79419200000001,47.753623404181376,72.37385030702838
81,RGDE02200,2011-11-23,57.0,7.8,7.0,1.97,0.018,21.2,12.8,100.0,8.5,45.80351020766198,90.34620000000007,43.283734664856375,85.09423731000001,94.97383884852434,94,72.17896,85.47,97.70514605067473,75.34311709131258
82,BILL02900,2011-11-23,7.0,8.8,3.0,1.2,0.007,22.2,5.6,100.0,9.7,71.6892156595224,56.65960627217707,69.05834354704467,90.63769599999999,97.95461603032871,94,86.40184,85.47,87.83453570024015,80.2913419121714
83,RGDE02200,2012-01-12,345.0,8.1,4.0,5.16,0.007,26.2,9.29,100.0,9.0,28.826875503212644,86.4,61.04912732152012,65.99273104,97.95461603032871,94,78.623679775,85.47,87.86140363168106,69.97117486180699
84,BILL02030,2012-01-12,12125.0,7.2,13.0,2.86,0.012,24.3,13.0,174.0,6.0,8.246188880907354,92.37119999999999,23.755338084711127,79.13879964,96.58829305567205,94,71.83975000000001,77.45442,84.33975156840361,52.915275226646244
85,BILL02100,2012-01-12,385.0,7.4,9.0,2.26,0.007,24.2,10.0,144.0,7.8,27.935113355449886,92.47180000000003,35.355694315978425,83.10047484,97.95461603032871,94,77.245,81.093232,99.04798808271808,69.04105316321926
86,RGDE02900,2012-01-12,12.5,9.3,9.0,1.37,0.007,24.1,4.01,132.0,8.9,63.53544905400912,36.89999999999998,35.355694315978425,89.38261371,97.95461603032871,94,90.070323775,82.704688,91.63323572477465,70.50177634643558
87,BILL02500,2012-01-12,1.25,8.4,8.0,1.86,0.007,25.3,36.4,170.0,8.8,96.75351456423012,81.6,39.0713132937054,85.86395164000001,97.95461603032871,94,47.10043127177064,78.0111,90.87555892293163,78.4125368441005
88,BITQ00100,2012-01-12,5.0,9.0,4.0,1.35,0.007,24.0,9.18,168.0,7.5,76.58450485474337,45.011659014456455,61.04912732152012,89.52935275,97.95461603032871,94,78.8406831,78.28944,97.7911524722247,78.12447581485283
89,BILL02900,2012-01-12,1.25,7.2,5.0,1.08,0.007,24.8,9.87,100.0,7.5,96.75351456423012,92.37119999999999,53.96880022441068,91.53428176,97.95461603032871,94,77.49458797500002,85.47,98.7501827528688,87.95501023152532
90,BILL02030,2012-03-28,22500.0,7.2,11.0,3.5300000000000002,0.116,19.4,28.87,194.0,2.4,6.428919232237476,92.37119999999999,29.025276355720763,74.97521930999999,72.11670066331683,94,53.2135645979824,74.67102,19.456778400318324,38.11069600583023
91,RGDE02200,2012-03-28,120.0,7.3,4.0,1.46,0.041,23.5,11.33,100.0,7.3,38.2493582514051,92.51845000000014,61.04912732152012,88.72531644,89.03117015826435,94,74.76482597500001,85.47,95.39311929657697,75.84719093249555
92,BILL02100,2012-03-28,140.0,7.4,5.0,2.2199999999999998,0.023,19.4,18.49,100.0,4.7,36.779374617659656,92.47180000000003,53.96880022441068,83.37241756,93.64909333607295,94,63.707673775,85.47,51.944140783285306,66.23126954396297
93,RGDE02900,2012-03-28,113.75,7.7,3.0,0.71,0.008,24.4,3.89,100.0,8.1,38.76698410945067,91.16845,69.05834354704467,94.35421419000001,97.67981389360479,94,90.354936775,85.47,97.07167221122684,79.42708767271624
94,BILL02500,2012-03-28,22.5,7.6,4.0,1.75,0.015,24.8,13.86,132.0,5.6,56.29462654437464,91.79679999999996,61.04912732152012,86.64106875,95.77766430292317,94,70.4155599,82.704688,79.44531445076788,77.64551810998101
95,BITQ00100,2012-03-28,1.25,8.0,3.0,1.25,0.048,17.2,16.39,100.0,6.5,96.75351456423012,88.12000000000012,69.05834354704467,90.26671875,87.29743831415058,94,66.549561775,85.47,79.48378153862564,84.25396124192207
96,BILL02900,2012-03-28,8.75,7.6,3.0,1.28,0.074,24.4,11.55,100.0,5.6,68.4427302237525,91.79679999999996,69.05834354704467,90.04486655999999,81.1482838038943,94,74.367444375,85.47,78.75871415896623,80.36614277261491
97,BILL02100,2012-05-24,12.5,9.0,10.0,3.04,0.097,21.6,28.4,168.0,11.4,63.53544905400912,45.011659014456455,32.03195988088193,77.99324544,76.07070274287321,94,53.620430285379875,78.28944,50.0,59.25398672552187
98,BILL02500,2012-05-24,1.25,8.7,3.0,1.4500000000000002,0.019,20.9,23.1,134.0,10.1,96.75351456423012,63.56935695928578,69.05834354704467,88.79810475,94.70739899192414,94,58.6367775,82.457872,86.53032849896394,81.66269526272565
99,RGDE02900,2012-05-24,3.75,7.5,3.0,1.17,0.007,20.3,1.06,100.0,8.4,80.76995253112142,92.23125000000005,69.05834354704467,90.86101651000001,97.95461603032871,94,97.38221589999999,85.47,99.0588561370514,89.32495937311515
100,BILL02030,2012-05-24,133.75,9.4,26.0,6.3,0.242,21.2,58.2,180.0,13.1,37.211513970699805,34.19999999999999,6.541929944206044,60.676471,50.618046442701555,94,33.08206714573014,76.6194,50.0,40.5919662642729
101,BILL02900,2012-05-24,1.25,7.6,3.0,1.2,0.007,19.7,9.74,102.0,8.8,96.75351456423012,91.79679999999996,69.05834354704467,90.63769599999999,97.95461603032871,94,77.74545189999999,85.362448,97.47650267383126,89.8101522954774
102,BITQ00100,2012-05-24,1.25,8.8,3.0,1.29,0.013,20.2,11.1,118.0,10.0,96.75351456423012,56.65960627217707,69.05834354704467,89.97103819,96.31732400500478,94,75.1841775,84.188688,88.48297717925384,82.85801463062396
103,RGDE02200,2012-05-24,38.75,8.4,4.0,1.77,0.025,20.3,7.49,120.0,10.2,50.01642072870603,81.6,61.04912732152012,86.49922411,93.12438355689208,94,82.289478775,84.00280000000001,86.68632970671524,77.15794542546016
104,BILL02900,2012-07-18,8.75,7.7,3.0,1.15,0.017,17.4,8.4,100.0,8.1,68.4427302237525,91.16845,69.05834354704467,91.01020274999999,95.24102827905374,94,80.40564,85.47,94.29571966563688,84.74965092198012
105,BILL02100,2012-07-18,230.0,7.3,3.0,2.7199999999999998,0.007,17.5,7.8,142.0,5.0,32.26509738195843,92.51845000000014,69.05834354704467,80.04349056000001,97.95461603032871,94,81.64071,81.383568,54.2057056067388,68.15692254975535
106,BITQ00100,2012-07-18,30.0,7.8,3.0,1.5999999999999999,0.023,17.3,25.0,110.0,8.4,52.92209467045358,90.34620000000007,69.05834354704467,87.71270399999999,93.64909333607295,94,57.01375,84.8452,96.56044069715469,79.09156532208672
107,RGDE02200,2012-07-18,775.0,7.7,6.0,1.5100000000000002,0.035,16.8,3.5,100.0,8.2,22.633034365904177,91.16845,48.14661825589101,88.36229259000001,90.54460532074674,94,91.2874375,85.47,94.30727505237809,69.39461117347685
108,BILL02030,2012-07-18,76250.0,7.2,8.0,3.5300000000000002,0.007,17.2,17.0,142.0,2.1,4.368338470484602,92.37119999999999,39.0713132937054,74.97521930999999,97.95461603032871,94,65.68975,81.383568,15.796463383789916,37.75744581180178
109,BILL02500,2012-07-18,2.5,7.5,3.0,1.9100000000000001,0.047,17.7,5.8,120.0,7.0,86.66900970948674,92.23125000000005,69.05834354704467,85.51316379000001,87.54303176506956,94,85.95391,84.00280000000001,86.06953082415063,85.65130006629411
110,RGDE02900,2012-07-18,112.5,7.6,3.0,1.12,0.007,17.5,2.0,100.0,7.4,38.87440187235018,91.79679999999996,69.05834354704467,91.23444096,97.95461603032871,94,94.981,85.47,88.92171716389524,78.42039121993255
111,BILL02030,2012-09-20,800.0,7.5,16.0,2.09,0.071,20.3,19.2,186.0,2.3,22.40822531600329,92.23125000000005,17.258771932875174,84.26299179,81.83509458140098,94,62.822160000000004,75.78438,18.88790132029382,45.121605758441476
112,BILL02500,2012-09-20,1.25,8.6,4.0,2.49,0.079,22.2,23.3,154.0,7.3,96.75351456423012,71.32176536499281,61.04912732152012,81.55580058999999,80.01638447123916,94,58.4530975,80.23782,93.7968584111286,80.6394790877854
113,BITQ00100,2012-09-20,1.25,9.1,4.0,1.6099999999999999,0.014,22.6,11.9,136.0,8.4,96.75351456423012,42.30000000000001,61.04912732152012,87.64083339,96.04711513162293,94,73.7427775,82.20235199999999,96.93916045509008,79.74874224066262
114,RGDE02900,2012-09-20,2.5,8.7,3.0,1.6700000000000002,0.007,21.8,2.93,100.0,8.4,86.66900970948674,63.56935695928578,69.05834354704467,87.21089451,97.95461603032871,94,92.67097997500001,85.47,97.70970072476834,85.4384344867759
